"","X1","carat","cut","cut_ord","color","clarity","clarity_ord","predicted_price"
"888",888,0.36,"Very Good",3,"H","VS2",5,525.75412
"889",889,0.83,"Very Good",3,"F","VS1",4,3998.75811
"890",890,1.3,"Premium",4,"I","IF",8,9921.1511
"891",891,1.02,"Ideal",5,"E","SI1",3,5450.76334
"892",892,0.34,"Ideal",5,"E","VVS2",6,1137.04578
"893",893,0.54,"Good",2,"G","VS1",4,1412.98818
"894",894,0.56,"Premium",4,"G","VS1",4,1901.01452
"895",895,2.37,"Ideal",5,"J","VS2",5,17656.98029
"896",896,1.15,"Ideal",5,"H","SI2",2,6080.20555
"897",897,0.4,"Ideal",5,"H","VS1",4,723.2468
"898",898,1.59,"Ideal",5,"G","VVS2",6,11591.31703
"899",899,1.42,"Very Good",3,"G","VVS2",6,9848.77814
"900",900,0.31,"Ideal",5,"E","VVS2",6,886.14327
"901",901,0.57,"Ideal",5,"F","IF",8,3976.23569
"902",902,0.7,"Premium",4,"I","VS2",5,3529.6949
"903",903,0.41,"Very Good",3,"H","SI1",3,28.3209699999995
"904",904,0.55,"Very Good",3,"E","SI1",3,1199.19935
"905",905,1.01,"Ideal",5,"D","VS2",5,6282.73317
"906",906,0.24,"Very Good",3,"E","VVS2",6,-20.0539200000001
"907",907,0.3,"Very Good",3,"E","SI1",3,-891.6549
"908",908,1.13,"Ideal",5,"F","SI1",3,6370.73921
"909",909,0.72,"Premium",4,"H","SI1",3,2781.35924
"910",910,0.52,"Ideal",5,"D","SI2",2,811.25284
"911",911,1,"Very Good",3,"D","SI1",3,4962.737
"912",912,0.47,"Very Good",3,"D","VS1",4,987.927989999999
"913",913,0.41,"Ideal",5,"D","SI2",2,-108.72303
"914",914,0.51,"Premium",4,"G","SI1",3,1025.04167
"915",915,1,"Very Good",3,"F","SI1",3,4962.737
"916",916,1.55,"Good",2,"H","VS2",5,10317.84135
"917",917,0.71,"Very Good",3,"G","VS2",5,3452.95007
"918",918,1.21,"Ideal",5,"G","VS2",5,7955.41657
"919",919,1.95,"Very Good",3,"H","VS2",5,13823.58715
"920",920,1.51,"Premium",4,"G","SI1",3,9388.45867
"921",921,0.3,"Premium",4,"D","VS2",5,184.3281
"922",922,0.72,"Very Good",3,"D","VS2",5,3536.58424
"923",923,0.31,"Ideal",5,"E","VVS2",6,886.14327
"924",924,0.53,"Ideal",5,"D","VS2",5,2268.29301
"925",925,0.71,"Very Good",3,"G","SI2",2,2079.54407
"926",926,1.07,"Ideal",5,"G","SI1",3,5868.93419
"927",927,0.24,"Very Good",3,"E","VS1",4,-935.65792
"928",928,1,"Very Good",3,"F","IF",8,7251.747
"929",929,0.55,"Ideal",5,"G","VS1",4,1977.75935
"930",930,0.52,"Ideal",5,"E","VS2",5,2184.65884
"931",931,0.72,"Ideal",5,"G","SI2",2,2483.93624
"932",932,0.9,"Good",2,"G","SI1",3,3966.0163
"933",933,0.41,"Ideal",5,"F","VS2",5,1264.68297
"934",934,0.33,"Ideal",5,"G","SI1",3,-319.99439
"935",935,0.56,"Very Good",3,"H","VS1",4,1740.63552
"936",936,1.01,"Very Good",3,"F","SI2",2,4588.56917
"937",937,0.46,"Premium",4,"F","VVS1",7,2438.07882
"938",938,1.01,"Very Good",3,"I","SI1",3,5046.37117
"939",939,0.3,"Ideal",5,"F","VS2",5,344.7071
"940",940,0.3,"Premium",4,"G","VS1",4,-273.4739
"941",941,2.02,"Very Good",3,"H","SI2",2,13035.62034
"942",942,0.32,"Ideal",5,"E","VVS2",6,969.77744
"943",943,0.35,"Premium",4,"I","VS1",4,144.69695
"944",944,0.34,"Ideal",5,"D","SI1",3,-236.36022
"945",945,0.6,"Ideal",5,"G","VS1",4,2395.9302
"946",946,0.41,"Premium",4,"I","VVS2",6,1562.10597
"947",947,1.01,"Fair",1,"G","VS1",4,5183.41517
"948",948,0.54,"Ideal",5,"H","VVS1",7,3267.53118
"949",949,1.01,"Premium",4,"E","SI2",2,4748.94817
"950",950,0.3,"Ideal",5,"H","VVS1",7,1260.3111
"951",951,1.06,"Premium",4,"F","I1",1,4709.31702
"952",952,0.7,"Very Good",3,"F","VS2",5,3369.3159
"953",953,1.53,"Very Good",3,"F","SI1",3,9395.34801
"954",954,0.82,"Very Good",3,"D","SI1",3,3457.32194
"955",955,0.32,"Ideal",5,"G","VVS1",7,1427.57944
"956",956,0.27,"Very Good",3,"F","VS1",4,-684.75541
"957",957,0.8,"Ideal",5,"F","VS2",5,4526.4156
"958",958,1.11,"Ideal",5,"G","VS1",4,6661.27287
"959",959,0.71,"Premium",4,"G","VS2",5,3613.32907
"960",960,0.61,"Very Good",3,"F","SI2",2,1243.20237
"961",961,1.31,"Very Good",3,"F","VS1",4,8013.19827
"962",962,0.71,"Very Good",3,"G","SI1",3,2537.34607
"963",963,0.9,"Premium",4,"E","SI2",2,3828.9723
"964",964,0.9,"Premium",4,"E","VS2",5,5202.3783
"965",965,0.74,"Ideal",5,"E","VS2",5,4024.61058
"966",966,0.3,"Good",2,"I","VS1",4,-594.2319
"967",967,1,"Very Good",3,"F","VS1",4,5420.539
"968",968,0.3,"Ideal",5,"E","VS2",5,344.7071
"969",969,0.39,"Good",2,"E","VVS2",6,1074.07963
"970",970,0.51,"Premium",4,"F","SI1",3,1025.04167
"971",971,0.81,"Ideal",5,"E","SI2",2,3236.64377
"972",972,1.62,"Ideal",5,"I","VS2",5,11384.41754
"973",973,1.62,"Premium",4,"F","SI2",2,9850.63254
"974",974,0.57,"Very Good",3,"E","VS2",5,2282.07169
"975",975,0.33,"Ideal",5,"G","VVS1",7,1511.21361
"976",976,0.42,"Ideal",5,"E","VS2",5,1348.31714
"977",977,1.51,"Premium",4,"J","VS2",5,10304.06267
"978",978,0.31,"Ideal",5,"D","VS2",5,428.34127
"979",979,1.01,"Very Good",3,"G","SI1",3,5046.37117
"980",980,0.41,"Good",2,"E","VVS1",7,1699.14997
"981",981,0.7,"Premium",4,"F","SI1",3,2614.0909
"982",982,0.9,"Good",2,"H","SI2",2,3508.2143
"983",983,1.75,"Good",2,"D","SI1",3,11074.92075
"984",984,0.36,"Ideal",5,"F","SI1",3,-69.0918800000004
"985",985,0.31,"Ideal",5,"F","IF",8,1801.74727
"986",986,0.8,"Very Good",3,"D","SI1",3,3290.0536
"987",987,0.32,"Good",2,"E","VS1",4,-426.96356
"988",988,1.01,"Good",2,"F","VS2",5,5801.59617
"989",989,0.72,"Premium",4,"I","SI1",3,2781.35924
"990",990,0.71,"Very Good",3,"G","VS2",5,3452.95007
"991",991,1.09,"Ideal",5,"E","SI2",2,5578.40053
"992",992,0.63,"Very Good",3,"G","VS1",4,2326.07471
"993",993,0.51,"Ideal",5,"D","VS1",4,1643.22267
"994",994,1.01,"Very Good",3,"G","VS2",5,5961.97517
"995",995,1.59,"Premium",4,"H","SI2",2,9599.73003
"996",996,0.54,"Premium",4,"F","VS1",4,1733.74618
"997",997,0.28,"Very Good",3,"G","VVS2",6,314.48276
"998",998,0.54,"Very Good",3,"G","VVS1",7,2946.77318
"999",999,1.52,"Ideal",5,"H","SI1",3,9632.47184
"1000",1000,1.13,"Ideal",5,"I","VS2",5,7286.34321
"1001",1001,1.07,"Ideal",5,"G","VS2",5,6784.53819
"1002",1002,0.31,"Ideal",5,"H","VS2",5,428.34127
"1003",1003,0.7,"Ideal",5,"G","VS2",5,3690.0739
"1004",1004,0.33,"Ideal",5,"H","VVS1",7,1511.21361
"1005",1005,1.65,"Fair",1,"J","SI1",3,10078.20005
"1006",1006,0.54,"Ideal",5,"G","VVS2",6,2809.72918
"1007",1007,0.71,"Very Good",3,"F","VS2",5,3452.95007
"1008",1008,0.7,"Very Good",3,"G","VS2",5,3369.3159
"1009",1009,2.05,"Premium",4,"H","VS2",5,14820.30785
"1010",1010,1,"Good",2,"G","SI1",3,4802.358
"1011",1011,1.65,"Ideal",5,"G","VS2",5,11635.32005
"1012",1012,0.37,"Good",2,"H","VS2",5,449.00929
"1013",1013,1.15,"Premium",4,"E","SI2",2,5919.82655
"1014",1014,0.57,"Ideal",5,"H","VS2",5,2602.82969
"1015",1015,0.72,"Very Good",3,"J","SI1",3,2620.98024
"1016",1016,0.71,"Ideal",5,"D","SI1",3,2858.10407
"1017",1017,0.7,"Very Good",3,"F","SI1",3,2453.7119
"1018",1018,1.38,"Very Good",3,"F","VS1",4,8598.63746
"1019",1019,0.73,"Ideal",5,"E","VVS2",6,4398.77841
"1020",1020,0.39,"Very Good",3,"E","VVS2",6,1234.45863
"1021",1021,2.14,"Premium",4,"D","SI2",2,14199.60938
"1022",1022,1.12,"Very Good",3,"E","VS2",5,6881.95104
"1023",1023,0.36,"Very Good",3,"D","SI1",3,-389.84988
"1024",1024,0.42,"Very Good",3,"D","VS1",4,569.75714
"1025",1025,0.5,"Ideal",5,"I","SI1",3,1101.7865
"1026",1026,2,"Premium",4,"J","VS2",5,14402.137
"1027",1027,0.3,"Premium",4,"F","VS2",5,184.3281
"1028",1028,1.35,"Premium",4,"H","VS1",4,8508.11395
"1029",1029,1.57,"Premium",4,"G","SI1",3,9890.26369
"1030",1030,0.31,"Premium",4,"G","VS2",5,267.96227
"1031",1031,0.33,"Premium",4,"E","VS2",5,435.23061
"1032",1032,1.02,"Premium",4,"H","SI1",3,5290.38434
"1033",1033,1.01,"Premium",4,"G","VS2",5,6122.35417
"1034",1034,0.83,"Ideal",5,"H","SI2",2,3403.91211
"1035",1035,0.43,"Very Good",3,"G","SI1",3,195.58931
"1036",1036,1.2,"Premium",4,"H","SI2",2,6337.9974
"1037",1037,1.01,"Ideal",5,"E","VS2",5,6282.73317
"1038",1038,1.23,"Ideal",5,"I","SI2",2,6749.27891
"1039",1039,0.53,"Ideal",5,"I","SI1",3,1352.68901
"1040",1040,1,"Ideal",5,"H","SI2",2,4825.693
"1041",1041,0.4,"Very Good",3,"E","IF",8,2233.6968
"1042",1042,0.71,"Premium",4,"J","VVS2",6,4071.13107
"1043",1043,1.33,"Very Good",3,"H","SI2",2,7264.86261
"1044",1044,0.43,"Very Good",3,"G","SI2",2,-262.21269
"1045",1045,0.31,"Very Good",3,"G","VS1",4,-350.21873
"1046",1046,1.21,"Ideal",5,"J","SI1",3,7039.81257
"1047",1047,1.55,"Premium",4,"I","VS2",5,10638.59935
"1048",1048,0.8,"Ideal",5,"F","VS2",5,4526.4156
"1049",1049,0.71,"Good",2,"I","SI1",3,2376.96707
"1050",1050,0.46,"Fair",1,"G","VS2",5,1041.33782
"1051",1051,0.3,"Ideal",5,"I","SI1",3,-570.8969
"1052",1052,1.21,"Good",2,"J","VVS2",6,7932.08157
"1053",1053,2.14,"Ideal",5,"I","SI2",2,14359.98838
"1054",1054,0.7,"Good",2,"I","SI2",2,1835.5309
"1055",1055,1.03,"Ideal",5,"H","SI1",3,5534.39751
"1056",1056,1.06,"Very Good",3,"E","SI1",3,5464.54202
"1057",1057,1.41,"Ideal",5,"J","VS1",4,9170.29797
"1058",1058,0.3,"Premium",4,"H","VS1",4,-273.4739
"1059",1059,0.79,"Very Good",3,"I","SI1",3,3206.41943
"1060",1060,0.37,"Good",2,"H","SI1",3,-466.59471
"1061",1061,0.62,"Premium",4,"G","SI1",3,1945.01754
"1062",1062,0.7,"Very Good",3,"I","VS2",5,3369.3159
"1063",1063,0.39,"Very Good",3,"E","VVS2",6,1234.45863
"1064",1064,1.12,"Premium",4,"G","VVS2",6,7500.13204
"1065",1065,1.14,"Very Good",3,"E","IF",8,8422.62538
"1066",1066,0.9,"Ideal",5,"H","VS1",4,4904.9553
"1067",1067,0.5,"Very Good",3,"D","SI2",2,323.2265
"1068",1068,0.75,"Ideal",5,"D","SI2",2,2734.83875
"1069",1069,0.38,"Ideal",5,"F","VVS2",6,1471.58246
"1070",1070,1.07,"Good",2,"J","VS2",5,6303.40119
"1071",1071,0.34,"Very Good",3,"D","SI2",2,-1014.92022
"1072",1072,1.25,"Ideal",5,"E","SI2",2,6916.54725
"1073",1073,0.9,"Fair",1,"F","SI1",3,3805.6373
"1074",1074,2.74,"Very Good",3,"J","SI2",2,19057.28058
"1075",1075,0.71,"Very Good",3,"E","VS2",5,3452.95007
"1076",1076,0.33,"Ideal",5,"G","VS1",4,137.80761
"1077",1077,0.91,"Very Good",3,"H","VS2",5,5125.63347
"1078",1078,0.33,"Very Good",3,"G","VVS2",6,732.65361
"1079",1079,0.4,"Very Good",3,"E","SI1",3,-55.3132000000003
"1080",1080,1.11,"Premium",4,"F","SI1",3,6043.09187
"1081",1081,0.24,"Good",2,"F","VVS1",7,277.36908
"1082",1082,1.01,"Very Good",3,"G","SI1",3,5046.37117
"1083",1083,0.31,"Very Good",3,"H","VS1",4,-350.21873
"1084",1084,0.34,"Very Good",3,"F","VVS2",6,816.28778
"1085",1085,0.64,"Ideal",5,"E","VS1",4,2730.46688
"1086",1086,1.01,"Very Good",3,"F","SI2",2,4588.56917
"1087",1087,0.7,"Very Good",3,"F","SI1",3,2453.7119
"1088",1088,1.11,"Very Good",3,"J","SI1",3,5882.71287
"1089",1089,0.7,"Very Good",3,"E","VS1",4,2911.5139
"1090",1090,0.43,"Ideal",5,"G","VS1",4,974.14931
"1091",1091,0.91,"Ideal",5,"G","VS1",4,4988.58947
"1092",1092,0.94,"Very Good",3,"D","SI2",2,4003.12998
"1093",1093,0.3,"Premium",4,"G","IF",8,1557.7341
"1094",1094,0.31,"Ideal",5,"D","VS2",5,428.34127
"1095",1095,1.51,"Very Good",3,"G","VS2",5,10143.68367
"1096",1096,1.04,"Premium",4,"D","VS1",4,5915.45468
"1097",1097,0.38,"Ideal",5,"H","VS1",4,555.97846
"1098",1098,1.01,"Good",2,"F","VS2",5,5801.59617
"1099",1099,0.5,"Fair",1,"G","VS1",4,918.0725
"1100",1100,0.52,"Ideal",5,"G","SI2",2,811.25284
"1101",1101,1.05,"Ideal",5,"J","VS1",4,6159.46785
"1102",1102,1.54,"Ideal",5,"G","VVS2",6,11173.14618
"1103",1103,1,"Premium",4,"I","VS1",4,5580.918
"1104",1104,1.52,"Very Good",3,"H","SI1",3,9311.71384
"1105",1105,1.12,"Very Good",3,"F","SI1",3,5966.34704
"1106",1106,0.73,"Ideal",5,"G","VS1",4,3483.17441
"1107",1107,1.08,"Good",2,"G","SI2",2,5013.62936
"1108",1108,0.36,"Ideal",5,"F","VS2",5,846.51212
"1109",1109,1.01,"Ideal",5,"F","VS1",4,5824.93117
"1110",1110,0.55,"Ideal",5,"H","SI1",3,1519.95735
"1111",1111,0.9,"Good",2,"G","VS2",5,4881.6203
"1112",1112,0.43,"Ideal",5,"G","VVS1",7,2347.55531
"1113",1113,0.54,"Ideal",5,"I","SI2",2,978.52118
"1114",1114,0.6,"Premium",4,"E","SI1",3,1777.7492
"1115",1115,1.2,"Premium",4,"H","SI1",3,6795.7994
"1116",1116,0.53,"Good",2,"F","VVS2",6,2244.95801
"1117",1117,3.01,"Fair",1,"H","I1",1,20536.84317
"1118",1118,0.58,"Ideal",5,"H","SI1",3,1770.85986
"1119",1119,0.63,"Ideal",5,"D","SI1",3,2189.03071
"1120",1120,0.52,"Premium",4,"I","VVS1",7,2939.88384
"1121",1121,1.07,"Very Good",3,"G","VS1",4,6005.97819
"1122",1122,0.3,"Very Good",3,"G","VVS1",7,939.5531
"1123",1123,1.13,"Good",2,"F","SI2",2,5431.80021
"1124",1124,0.51,"Good",2,"H","VS2",5,1619.88767
"1125",1125,0.23,"Good",2,"E","VVS2",6,-264.06709
"1126",1126,0.46,"Ideal",5,"E","VVS1",7,2598.45782
"1127",1127,0.33,"Ideal",5,"E","SI1",3,-319.99439
"1128",1128,2.05,"Premium",4,"E","SI2",2,13446.90185
"1129",1129,0.3,"Very Good",3,"H","VS1",4,-433.8529
"1130",1130,0.69,"Fair",1,"G","VS1",4,2507.12173
"1131",1131,0.3,"Ideal",5,"F","IF",8,1718.1131
"1132",1132,0.41,"Ideal",5,"D","SI2",2,-108.72303
"1133",1133,0.9,"Ideal",5,"G","SI2",2,3989.3513
"1134",1134,0.41,"Premium",4,"F","VS1",4,646.50197
"1135",1135,1.01,"Very Good",3,"E","VS2",5,5961.97517
"1136",1136,0.57,"Very Good",3,"G","SI1",3,1366.46769
"1137",1137,1.22,"Very Good",3,"H","VS1",4,7260.49074
"1138",1138,0.31,"Premium",4,"F","I1",1,-1563.24573
"1139",1139,0.73,"Ideal",5,"E","VS2",5,3940.97641
"1140",1140,0.53,"Ideal",5,"G","VS2",5,2268.29301
"1141",1141,0.3,"Very Good",3,"D","VS2",5,23.9491
"1142",1142,0.53,"Very Good",3,"D","VS1",4,1489.73301
"1143",1143,0.71,"Very Good",3,"H","SI1",3,2537.34607
"1144",1144,0.54,"Premium",4,"E","VS2",5,2191.54818
"1145",1145,0.41,"Premium",4,"E","VS1",4,646.50197
"1146",1146,0.9,"Ideal",5,"E","SI2",2,3989.3513
"1147",1147,1.03,"Very Good",3,"F","SI2",2,4755.83751
"1148",1148,1.08,"Premium",4,"F","SI1",3,5792.18936
"1149",1149,0.32,"Premium",4,"D","VVS1",7,1267.20044
"1150",1150,0.43,"Good",2,"E","SI1",3,35.2103099999997
"1151",1151,0.7,"Ideal",5,"H","SI1",3,2774.4699
"1152",1152,0.74,"Ideal",5,"F","VVS1",7,4940.21458
"1153",1153,1.5,"Premium",4,"G","VVS2",6,10678.2305
"1154",1154,0.34,"Ideal",5,"F","VVS1",7,1594.84778
"1155",1155,0.57,"Ideal",5,"G","VS1",4,2145.02769
"1156",1156,1,"Good",2,"F","SI1",3,4802.358
"1157",1157,0.7,"Ideal",5,"F","VS2",5,3690.0739
"1158",1158,1.01,"Ideal",5,"E","SI1",3,5367.12917
"1159",1159,0.25,"Premium",4,"H","VVS1",7,681.76125
"1160",1160,0.53,"Ideal",5,"E","VVS1",7,3183.89701
"1161",1161,0.96,"Very Good",3,"E","VS2",5,5543.80432
"1162",1162,1.25,"Ideal",5,"H","VS2",5,8289.95325
"1163",1163,0.73,"Ideal",5,"E","SI2",2,2567.57041
"1164",1164,0.34,"Very Good",3,"E","SI1",3,-557.11822
"1165",1165,0.74,"Premium",4,"D","SI1",3,2948.62758
"1166",1166,1.11,"Very Good",3,"H","SI1",3,5882.71287
"1167",1167,0.54,"Ideal",5,"E","VVS2",6,2809.72918
"1168",1168,0.95,"Very Good",3,"G","VS1",4,5002.36815
"1169",1169,0.41,"Ideal",5,"I","VVS1",7,2180.28697
"1170",1170,0.28,"Very Good",3,"H","VVS1",7,772.28476
"1171",1171,0.34,"Premium",4,"H","VVS1",7,1434.46878
"1172",1172,1.64,"Premium",4,"G","VS2",5,11391.30688
"1173",1173,0.71,"Ideal",5,"I","IF",8,5147.11407
"1174",1174,0.74,"Very Good",3,"D","VS2",5,3703.85258
"1175",1175,0.74,"Ideal",5,"G","VVS2",6,4482.41258
"1176",1176,0.6,"Premium",4,"H","SI1",3,1777.7492
"1177",1177,0.44,"Ideal",5,"D","VS1",4,1057.78348
"1178",1178,0.79,"Very Good",3,"F","SI1",3,3206.41943
"1179",1179,0.58,"Ideal",5,"I","SI1",3,1770.85986
"1180",1180,1,"Good",2,"E","VVS2",6,6175.764
"1181",1181,0.34,"Ideal",5,"G","VS1",4,221.44178
"1182",1182,0.31,"Premium",4,"F","VVS1",7,1183.56627
"1183",1183,0.31,"Good",2,"E","SI1",3,-968.39973
"1184",1184,1.81,"Very Good",3,"I","VS1",4,12194.90677
"1185",1185,0.3,"Premium",4,"G","VS1",4,-273.4739
"1186",1186,2.19,"Premium",4,"J","SI2",2,14617.78023
"1187",1187,0.91,"Ideal",5,"G","SI2",2,4072.98547
"1188",1188,0.37,"Ideal",5,"G","VS2",5,930.14629
"1189",1189,1.57,"Premium",4,"G","VS2",5,10805.86769
"1190",1190,1,"Premium",4,"I","SI2",2,4665.314
"1191",1191,1.09,"Ideal",5,"H","SI1",3,6036.20253
"1192",1192,0.31,"Good",2,"I","VS1",4,-510.59773
"1193",1193,0.5,"Very Good",3,"D","VS2",5,1696.6325
"1194",1194,0.41,"Premium",4,"E","VS1",4,646.50197
"1195",1195,1.23,"Ideal",5,"H","SI1",3,7207.08091
"1196",1196,1.09,"Premium",4,"I","SI1",3,5875.82353
"1197",1197,0.4,"Ideal",5,"I","VS1",4,723.2468
"1198",1198,0.42,"Ideal",5,"J","VS1",4,890.51514
"1199",1199,1.02,"Ideal",5,"G","SI1",3,5450.76334
"1200",1200,1,"Very Good",3,"F","SI2",2,4504.935
"1201",1201,0.26,"Very Good",3,"G","VS2",5,-310.58758
"1202",1202,0.23,"Good",2,"G","VVS1",7,193.73491
"1203",1203,0.46,"Premium",4,"I","IF",8,2895.88082
"1204",1204,0.4,"Good",2,"E","SI2",2,-673.4942
"1205",1205,2.05,"Ideal",5,"G","SI2",2,13607.28085
"1206",1206,0.41,"Ideal",5,"E","VVS1",7,2180.28697
"1207",1207,2.03,"Ideal",5,"J","VS2",5,14813.41851
"1208",1208,2.28,"Ideal",5,"I","SI2",2,15530.86676
"1209",1209,0.72,"Very Good",3,"F","VVS1",7,4452.18824
"1210",1210,1.52,"Good",2,"I","VS2",5,10066.93884
"1211",1211,1.51,"Premium",4,"F","VS2",5,10304.06267
"1212",1212,1.14,"Very Good",3,"J","SI1",3,6133.61538
"1213",1213,0.51,"Ideal",5,"F","VS1",4,1643.22267
"1214",1214,0.3,"Ideal",5,"I","SI2",2,-1028.6989
"1215",1215,0.31,"Premium",4,"G","VS2",5,267.96227
"1216",1216,1.5,"Very Good",3,"D","SI1",3,9144.4455
"1217",1217,0.52,"Ideal",5,"E","VS2",5,2184.65884
"1218",1218,0.7,"Fair",1,"D","SI1",3,2132.9539
"1219",1219,0.3,"Ideal",5,"E","VVS1",7,1260.3111
"1220",1220,0.5,"Fair",1,"F","SI1",3,460.2705
"1221",1221,1.54,"Premium",4,"H","VS2",5,10554.96518
"1222",1222,1.2,"Ideal",5,"D","SI1",3,6956.1784
"1223",1223,0.79,"Very Good",3,"E","SI2",2,2748.61743
"1224",1224,1.2,"Good",2,"E","VS2",5,7390.6454
"1225",1225,2.01,"Premium",4,"E","SI1",3,13570.16717
"1226",1226,0.72,"Very Good",3,"H","VS1",4,3078.78224
"1227",1227,1.1,"Very Good",3,"E","SI2",2,5341.2767
"1228",1228,0.23,"Very Good",3,"E","VVS2",6,-103.68809
"1229",1229,0.94,"Ideal",5,"F","I1",1,3866.08598
"1230",1230,2.16,"Very Good",3,"H","SI2",2,14206.49872
"1231",1231,0.27,"Very Good",3,"E","VVS2",6,230.84859
"1232",1232,0.35,"Ideal",5,"E","SI1",3,-152.72605
"1233",1233,0.38,"Ideal",5,"G","VS1",4,555.97846
"1234",1234,1.21,"Very Good",3,"F","VS1",4,7176.85657
"1235",1235,0.3,"Premium",4,"E","VVS2",6,642.1301
"1236",1236,0.56,"Ideal",5,"D","VS2",5,2519.19552
"1237",1237,0.3,"Good",2,"H","SI2",2,-1509.8359
"1238",1238,1.01,"Premium",4,"D","SI1",3,5206.75017
"1239",1239,0.34,"Ideal",5,"D","VS2",5,679.24378
"1240",1240,0.32,"Premium",4,"E","VVS1",7,1267.20044
"1241",1241,1.01,"Very Good",3,"D","SI2",2,4588.56917
"1242",1242,0.31,"Premium",4,"E","SI1",3,-647.64173
"1243",1243,0.51,"Ideal",5,"G","SI1",3,1185.42067
"1244",1244,0.36,"Premium",4,"E","VS1",4,228.33112
"1245",1245,0.5,"Premium",4,"D","SI1",3,941.4075
"1246",1246,0.21,"Premium",4,"E","SI2",2,-1941.78543
"1247",1247,0.9,"Very Good",3,"H","SI1",3,4126.3953
"1248",1248,1.03,"Premium",4,"E","SI2",2,4916.21651
"1249",1249,0.37,"Ideal",5,"F","SI1",3,14.5422899999999
"1250",1250,0.5,"Premium",4,"F","SI1",3,941.4075
"1251",1251,1.01,"Very Good",3,"G","VS1",4,5504.17317
"1252",1252,0.84,"Good",2,"G","VS2",5,4379.81528
"1253",1253,0.76,"Very Good",3,"G","VS2",5,3871.12092
"1254",1254,0.23,"Very Good",3,"E","VVS1",7,354.11391
"1255",1255,1.03,"Premium",4,"H","VS2",5,6289.62251
"1256",1256,0.9,"Good",2,"I","VS2",5,4881.6203
"1257",1257,0.32,"Ideal",5,"F","VVS1",7,1427.57944
"1258",1258,0.55,"Ideal",5,"F","VS2",5,2435.56135
"1259",1259,1.55,"Premium",4,"G","SI1",3,9722.99535
"1260",1260,0.35,"Ideal",5,"D","VS2",5,762.87795
"1261",1261,1.51,"Very Good",3,"G","VS1",4,9685.88167
"1262",1262,0.38,"Ideal",5,"F","VS2",5,1013.78046
"1263",1263,0.33,"Very Good",3,"I","VVS2",6,732.65361
"1264",1264,0.31,"Ideal",5,"G","IF",8,1801.74727
"1265",1265,0.3,"Ideal",5,"F","VS2",5,344.7071
"1266",1266,1.22,"Ideal",5,"H","VS1",4,7581.24874
"1267",1267,0.4,"Premium",4,"F","VS1",4,562.8678
"1268",1268,1.51,"Very Good",3,"J","I1",1,8312.47567
"1269",1269,1.01,"Good",2,"F","SI2",2,4428.19017
"1270",1270,0.51,"Good",2,"E","SI1",3,704.28367
"1271",1271,0.32,"Premium",4,"F","VVS1",7,1267.20044
"1272",1272,1.28,"Ideal",5,"H","SI2",2,7167.44976
"1273",1273,0.33,"Ideal",5,"D","SI2",2,-777.79639
"1274",1274,1.11,"Ideal",5,"E","VS2",5,7119.07487
"1275",1275,2.21,"Premium",4,"G","SI2",2,14785.04857
"1276",1276,0.43,"Good",2,"F","SI1",3,35.2103099999997
"1277",1277,0.7,"Premium",4,"G","IF",8,4903.1009
"1278",1278,0.25,"Very Good",3,"F","IF",8,979.18425
"1279",1279,0.5,"Good",2,"H","VS2",5,1536.2535
"1280",1280,0.24,"Good",2,"F","VS1",4,-1096.03692
"1281",1281,0.3,"Premium",4,"E","SI1",3,-731.2759
"1282",1282,1.11,"Very Good",3,"H","SI2",2,5424.91087
"1283",1283,1.02,"Fair",1,"I","SI2",2,4351.44534
"1284",1284,0.31,"Ideal",5,"G","VVS1",7,1343.94527
"1285",1285,0.39,"Ideal",5,"G","VS1",4,639.61263
"1286",1286,0.5,"Premium",4,"E","VS2",5,1857.0115
"1287",1287,0.7,"Ideal",5,"F","SI1",3,2774.4699
"1288",1288,0.32,"Very Good",3,"G","SI1",3,-724.38656
"1289",1289,0.3,"Very Good",3,"H","VS1",4,-433.8529
"1290",1290,0.41,"Ideal",5,"G","VVS2",6,1722.48497
"1291",1291,1.33,"Fair",1,"G","SI2",2,6944.10461
"1292",1292,0.3,"Ideal",5,"I","VVS1",7,1260.3111
"1293",1293,1.51,"Premium",4,"F","VS2",5,10304.06267
"1294",1294,0.38,"Ideal",5,"F","VVS1",7,1929.38446
"1295",1295,0.23,"Very Good",3,"D","VS2",5,-561.49009
"1296",1296,0.74,"Ideal",5,"G","VS2",5,4024.61058
"1297",1297,1.2,"Very Good",3,"H","SI2",2,6177.6184
"1298",1298,1.52,"Ideal",5,"G","SI1",3,9632.47184
"1299",1299,1.01,"Ideal",5,"G","VS2",5,6282.73317
"1300",1300,0.44,"Ideal",5,"E","VS2",5,1515.58548
"1301",1301,1.2,"Premium",4,"G","SI1",3,6795.7994
"1302",1302,1.3,"Good",2,"J","SI2",2,6853.5811
"1303",1303,0.31,"Premium",4,"H","SI1",3,-647.64173
"1304",1304,1.2,"Ideal",5,"G","VVS2",6,8329.5844
"1305",1305,0.79,"Premium",4,"D","SI1",3,3366.79843
"1306",1306,1.05,"Ideal",5,"F","VVS1",7,7532.87385
"1307",1307,0.7,"Premium",4,"G","SI2",2,2156.2889
"1308",1308,0.3,"Very Good",3,"J","VS2",5,23.9491
"1309",1309,1.25,"Ideal",5,"G","VVS2",6,8747.75525
"1310",1310,2.07,"Very Good",3,"J","VS2",5,14827.19719
